lasttradetime,open,high,low,close,volume
2024-04-09 15:30:00,246.1371900498867,255.6020204871893,239.5606046915054,246.5901535898447,870602.5995254517
2024-04-09 15:31:00,246.6668753147125,256.5649743333459,239.8178660869598,247.16050817072392,859830.8916449547
2024-04-09 15:32:00,246.96810964345931,257.37222697883846,239.69949305057523,247.3830873966217,841717.0531153679
2024-04-09 15:33:00,247.14509961009026,258.01293161809446,239.59561467170712,247.52977427840233,817789.0354156494
2024-04-09 15:34:00,247.55543975830076,258.41808327287436,239.96526598930356,247.90331354737282,801370.9954977036
2024-04-09 15:35:00,247.91691339612007,258.73901574015616,240.35723507404325,248.25178860127926,782348.612165451
2024-04-09 15:36:00,248.30609484910966,259.0312146022916,240.8255702257156,248.63347436487675,763116.8137192726
2024-04-09 15:37:00,248.75730402469634,259.33585078716277,241.36445105075833,249.06443892419338,745449.3715524673
2024-04-09 15:38:00,249.2147600531578,259.6309829801321,241.93249642848966,249.50667363405228,727196.6522097588
2024-04-09 15:39:00,249.70280802845954,259.9465572297573,242.5399452447891,249.9814193546772,709232.2396337986
2024-04-09 15:40:00,250.2216998398304,260.2869279026985,243.18076431751248,250.48677690327168,691666.485875845
2024-04-09 15:41:00,250.76241785287857,260.6457329303026,243.85112345218656,251.01689879596233,674091.6746735573
2024-04-09 15:42:00,251.33196458816528,261.03196786046027,244.5535761117935,251.57785741984844,656743.3433353901
2024-04-09 15:43:00,251.92963475584983,261.44539802670477,245.28702080249784,252.16872817277908,639583.2493185997
2024-04-09 15:44:00,252.55476084947585,261.88581483662125,246.05199575424191,252.78953604400158,622543.2211339474
2024-04-09 15:45:00,253.20959727764128,262.3557474732399,246.84956490993497,253.44198030233383,605674.2342531681
2024-04-09 15:46:00,253.89438333511353,262.8555348992348,247.67999112606046,254.12656073272228,588954.2795240879
2024-04-09 15:47:00,254.6098998785019,263.38575074374677,248.544288277626,254.84385208785534,572372.4617600441
2024-04-09 15:48:00,255.35710408687592,263.9476987093687,249.4431948661804,255.59492890536785,555936.7007553577
2024-04-09 15:49:00,256.1366760611534,264.54195242524145,250.37726163864133,256.3803409487009,539638.551646471
